filename,area,tilt_degree,bounding_box_coordinates,four_vertices_locations,license_plate_number,brightness,blurriness
0286590038314-93_86-216&437_498&543-503&545_222&518_217&435_498&462-0_0_22_28_26_24_12-102-154.jpg,0286590038314,93_86,216&437_498&543,503&545_222&518_217&435_498&462,0_0_22_28_26_24_12,102,154
0286602011495-90_88-141&469_484&575-502&563_156&568_156&471_502&466-0_0_20_27_33_26_15-90-108.jpg,0286602011495,90_88,141&469_484&575,502&563_156&568_156&471_502&466,0_0_20_27_33_26_15,90,108
0286602011495-91_82-182&462_511&567-514&567_176&552_162&452_500&467-0_0_16_33_24_24_30-135-109.jpg,0286602011495,91_82,182&462_511&567,514&567_176&552_162&452_500&467,0_0_16_33_24_24_30,135,109
0286637931034-83_99-111&429_354&544-357&507_118&539_130&452_369&420-0_0_13_16_33_29_32-139-109.jpg,0286637931034,83_99,111&429_354&544,357&507_118&539_130&452_369&420,0_0_13_16_33_29_32,139,109
0286637931034-90_88-164&465_487&558-496&579_160&567_166&454_502&466-0_0_6_25_30_30_2-116-158.jpg,0286637931034,90_88,164&465_487&558,496&579_160&567_166&454_502&466,0_0_6_25_30_30_2,116,158
0286637931034-90_90-142&505_571&581-553&591_130&596_172&503_595&498-0_0_2_1_26_32_27-140-154.jpg,0286637931034,90_90,142&505_571&581,553&591_130&596_172&503_595&498,0_0_2_1_26_32_27,140,154
0286637931034-91_84-132&503_428&616-441&616_146&596_126&495_421&515-0_0_30_10_24_24_31-102-155.jpg,0286637931034,91_84,132&503_428&616,441&616_146&596_126&495_421&515,0_0_30_10_24_24_31,102,155
0286637931034-94_82-81&542_353&645-360&647_105&621_84&532_339&558-0_0_11_33_28_24_10-126-155.jpg,0286637931034,94_82,81&542_353&645,360&647_105&621_84&532_339&558,0_0_11_33_28_24_10,126,155
0286649904214-88_89-231&509_519&611-520&598_243&610_237&515_514&503-0_0_21_26_31_29_10-116-147.jpg,0286649904214,88_89,231&509_519&611,520&598_243&610_237&515_514&503,0_0_21_26_31_29_10,116,147
0286649904214-92_84-172&426_471&527-473&540_181&520_177&429_469&449-0_0_8_30_18_33_30-105-120.jpg,0286649904214,92_84,172&426_471&527,473&540_181&520_177&429_469&449,0_0_8_30_18_33_30,105,120
0286685823755-89_90-227&482_531&577-531&564_234&577_235&487_532&474-0_0_0_26_29_30_7-134-131.jpg,0286685823755,89_90,227&482_531&577,531&564_234&577_235&487_532&474,0_0_0_26_29_30_7,134,131
0286685823755-90_80-75&282_394&392-416&391_94&380_75&278_397&289-0_0_32_28_27_30_24-101-101.jpg,0286685823755,90_80,75&282_394&392,416&391_94&380_75&278_397&289,0_0_32_28_27_30_24,101,101
0286685823755-90_85-180&383_541&476-534&474_199&466_191&377_526&385-0_0_3_29_30_25_3-110-103.jpg,0286685823755,90_85,180&383_541&476,534&474_199&466_191&377_526&385,0_0_3_29_30_25_3,110,103
0286685823755-91_83-280&481_592&589-604&586_285&571_290&471_609&486-0_1_9_24_27_30_32-141-108.jpg,0286685823755,91_83,280&481_592&589,604&586_285&571_290&471_609&486,0_1_9_24_27_30_32,141,108
0286709770115-90_85-226&513_555&613-563&614_227&607_224&511_560&518-0_0_11_30_25_25_11-118-117.jpg,0286709770115,90_85,226&513_555&613,563&614_227&607_224&511_560&518,0_0_11_30_25_25_11,118,117
0286709770115-90_89-199&459_544&560-536&564_202&575_198&463_532&452-0_0_6_18_24_30_25-175-120.jpg,0286709770115,90_89,199&459_544&560,536&564_202&575_198&463_532&452,0_0_6_18_24_30_25,175,120
0286721743295-90_84-274&469_602&557-589&559_273&560_265&466_581&465-0_1_20_32_31_31_25-94-230.jpg,0286721743295,90_84,274&469_602&557,589&559_273&560_265&466_581&465,0_1_20_32_31_31_25,94,230
0286721743295-90_87-94&392_424&490-433&484_107&489_104&392_430&387-0_0_30_31_29_22_26-126-172.jpg,0286721743295,90_87,94&392_424&490,433&484_107&489_104&392_430&387,0_0_30_31_29_22_26,126,172
0286853448276-85_100-188&477_447&580-445&543_193&579_209&495_461&459-0_0_5_25_27_33_32-143-118.jpg,0286853448276,85_100,188&477_447&580,445&543_193&579_209&495_461&459,0_0_5_25_27_33_32,143,118
0286853448276-95_80-194&484_455&586-460&597_200&570_185&472_445&499-0_0_4_28_31_33_33-87-121.jpg,0286853448276,95_80,194&484_455&586,460&597_200&570_185&472_445&499,0_0_4_28_31_33_33,87,121
0286997126436-89_86-220&383_511&476-509&472_224&476_224&377_509&373-0_4_3_24_24_33_22-122-101.jpg,0286997126436,89_86,220&383_511&476,509&472_224&476_224&377_509&373,0_4_3_24_24_33_22,122,101
0286997126436-90_88-212&383_513&486-520&477_226&486_223&385_517&376-0_0_32_27_32_0_28-174-112.jpg,0286997126436,90_88,212&383_513&486,520&477_226&486_223&385_517&376,0_0_32_27_32_0_28,174,112
0286997126436-90_89-210&502_501&605-502&603_213&603_226&495_515&495-0_0_26_31_31_15_30-140-145.jpg,0286997126436,90_89,210&502_501&605,502&603_213&603_226&495_515&495,0_0_26_31_31_15_30,140,145
0286997126436-92_84-195&497_458&607-454&610_205&585_215&492_464&517-0_0_26_2_29_32_32-145-100.jpg,0286997126436,92_84,195&497_458&607,454&610_205&585_215&492_464&517,0_0_26_2_29_32_32,145,100
0286997126436-92_89-213&630_498&750-482&749_210&741_228&627_500&635-0_0_25_29_0_27_29-92-132.jpg,0286997126436,92_89,213&630_498&750,482&749_210&741_228&627_500&635,0_0_25_29_0_27_29,92,132
0286997126436-94_83-204&439_480&556-488&554_211&523_204&426_481&457-0_0_12_19_29_27_24-150-125.jpg,0286997126436,94_83,204&439_480&556,488&554_211&523_204&426_481&457,0_0_12_19_29_27_24,150,125
0286997126436-96_83-174&484_437&601-447&597_175&564_165&473_437&506-0_0_14_20_32_26_24-75-160.jpg,0286997126436,96_83,174&484_437&601,447&597_175&564_165&473_437&506,0_0_14_20_32_26_24,75,160
0287068965517-89_95-186&647_502&740-495&724_193&743_218&651_520&632-0_0_8_27_18_27_26-109-112.jpg,0287068965517,89_95,186&647_502&740,495&724_193&743_218&651_520&632,0_0_8_27_18_27_26,109,112
0287068965517-90_87-167&457_506&556-516&554_174&561_176&459_518&452-0_0_9_32_31_26_26-158-133.jpg,0287068965517,90_87,167&457_506&556,516&554_174&561_176&459_518&452,0_0_9_32_31_26_26,158,133
0287068965517-90_89-184&497_545&586-560&596_196&593_195&499_559&502-0_0_19_26_31_31_31-86-125.jpg,0287068965517,90_89,184&497_545&586,560&596_196&593_195&499_559&502,0_0_19_26_31_31_31,86,125
0287068965517-92_82-149&528_466&617-487&622_157&614_144&522_474&530-0_0_0_29_25_26_31-93-105.jpg,0287068965517,92_82,149&528_466&617,487&622_157&614_144&522_474&530,0_0_0_29_25_26_31,93,105
0287200670498-90_88-173&504_492&605-489&608_185&597_190&495_494&506-0_0_12_30_21_26_32-146-125.jpg,0287200670498,90_88,173&504_492&605,489&608_185&597_190&495_494&506,0_0_12_30_21_26_32,146,125
0287200670498-91_86-252&444_566&551-566&550_253&537_241&445_554&458-0_0_24_26_26_19_24-89-111.jpg,0287200670498,91_86,252&444_566&551,566&550_253&537_241&445_554&458,0_0_24_26_26_19_24,89,111
0287200670498-91_87-210&499_517&597-518&599_224&584_220&495_514&510-10_2_30_29_30_15_13-93-183.jpg,0287200670498,91_87,210&499_517&597,518&599_224&584_220&495_514&510,10_2_30_29_30_15_13,93,183
0287284482759-90_83-159&515_452&616-444&621_165&614_163&514_442&521-0_0_26_31_26_33_32-146-130.jpg,0287284482759,90_83,159&515_452&616,444&621_165&614_163&514_442&521,0_0_26_31_26_33_32,146,130
0287284482759-90_90-231&479_534&584-536&567_238&582_235&483_533&468-0_0_33_28_26_31_31-99-105.jpg,0287284482759,90_90,231&479_534&584,536&567_238&582_235&483_533&468,0_0_33_28_26_31_31,99,105
0287284482759-90_91-156&469_449&580-451&570_169&575_177&469_459&464-0_0_13_29_32_24_20-143-156.jpg,0287284482759,90_91,156&469_449&580,451&570_169&575_177&469_459&464,0_0_13_29_32_24_20,143,156
0287284482759-91_81-199&483_496&589-508&588_222&579_195&483_481&492-0_0_2_13_25_25_24-79-120.jpg,0287284482759,91_81,199&483_496&589,508&588_222&579_195&483_481&492,0_0_2_13_25_25_24,79,120
0287284482759-94_84-238&486_531&585-547&599_240&574_229&475_536&500-0_0_4_33_32_29_26-119-103.jpg,0287284482759,94_84,238&486_531&585,547&599_240&574_229&475_536&500,0_0_4_33_32_29_26,119,103
0287284482759-96_81-150&543_429&665-439&675_155&637_142&537_426&575-0_0_5_10_32_26_24-150-124.jpg,0287284482759,96_81,150&543_429&665,439&675_155&637_142&537_426&575,0_0_5_10_32_26_24,150,124
0287356321839-88_90-226&387_484&487-493&474_234&485_234&393_493&382-0_0_12_24_26_32_12-157-154.jpg,0287356321839,88_90,226&387_484&487,493&474_234&485_234&393_493&382,0_0_12_24_26_32_12,157,154
0287356321839-89_91-188&565_510&648-515&641_210&653_211&567_516&555-0_0_1_7_30_29_26-147-137.jpg,0287356321839,89_91,188&565_510&648,515&641_210&653_211&567_516&555,0_0_1_7_30_29_26,147,137
0287356321839-93_89-209&490_483&593-492&596_226&582_232&490_498&504-0_0_31_11_25_27_27-166-111.jpg,0287356321839,93_89,209&490_483&593,492&596_226&582_232&490_498&504,0_0_31_11_25_27_27,166,111
02875-87_87-378&401_650&486-649&482_379&503_376&411_646&390-0_0_17_24_25_33_27-117-115.jpg,02875,87_87,378&401_650&486,649&482_379&503_376&411_646&390,0_0_17_24_25_33_27,117,115
02875-88_87-329&638_600&737-608&714_340&738_332&645_600&621-0_0_32_18_32_32_26-108-139.jpg,02875,88_87,329&638_600&737,608&714_340&738_332&645_600&621,0_0_32_18_32_32_26,108,139
02875-89_91-208&453_505&563-507&543_216&560_209&467_500&450-0_0_31_27_3_31_27-88-115.jpg,02875,89_91,208&453_505&563,507&543_216&560_209&467_500&450,0_0_31_27_3_31_27,88,115
02875-90_84-184&493_573&570-582&585_199&585_194&497_577&497-0_0_11_20_29_25_30-126-254.jpg,02875,90_84,184&493_573&570,582&585_199&585_194&497_577&497,0_0_11_20_29_25_30,126,254
02875-90_88-153&510_528&585-525&600_151&595_158&502_532&507-0_0_6_25_31_29_30-134-167.jpg,02875,90_88,153&510_528&585,525&600_151&595_158&502_532&507,0_0_6_25_31_29_30,134,167
02875-94_86-238&509_536&608-522&630_235&597_239&491_526&524-0_0_10_4_32_27_29-121-100.jpg,02875,94_86,238&509_536&608,522&630_235&597_239&491_526&524,0_0_10_4_32_27_29,121,100
0287547892721-90_87-187&498_511&585-507&592_205&589_203&498_505&501-0_0_17_25_30_29_19-169-136.jpg,0287547892721,90_87,187&498_511&585,507&592_205&589_203&498_505&501,0_0_17_25_30_29_19,169,136
0287547892721-90_88-206&446_531&552-534&549_211&555_216&446_539&440-0_0_2_23_29_29_24-115-122.jpg,0287547892721,90_88,206&446_531&552,534&549_211&555_216&446_539&440,0_0_2_23_29_29_24,115,122
0287643678161-89_87-236&459_552&556-542&534_241&575_251&483_552&442-0_0_21_31_8_25_30-146-167.jpg,0287643678161,89_87,236&459_552&556,542&534_241&575_251&483_552&442,0_0_21_31_8_25_30,146,167
0287643678161-89_90-72&389_337&491-343&478_71&491_75&389_347&376-0_0_11_32_11_33_31-154-100.jpg,0287643678161,89_90,72&389_337&491,343&478_71&491_75&389_347&376,0_0_11_32_11_33_31,154,100
0287667624521-89_90-216&511_537&617-532&602_212&614_225&521_545&509-0_0_6_12_31_24_30-83-168.jpg,0287667624521,89_90,216&511_537&617,532&602_212&614_225&521_545&509,0_0_6_12_31_24_30,83,168
0287667624521-91_80-230&454_544&558-536&558_243&548_222&452_515&462-0_0_26_26_21_28_25-83-157.jpg,0287667624521,91_80,230&454_544&558,536&558_243&548_222&452_515&462,0_0_26_26_21_28_25,83,157
0287715517241-88_87-168&382_447&482-451&470_172&484_167&389_446&375-0_0_9_7_31_33_24-85-129.jpg,0287715517241,88_87,168&382_447&482,451&470_172&484_167&389_446&375,0_0_9_7_31_33_24,85,129
0287715517241-93_85-142&604_426&710-438&716_157&691_141&591_422&616-0_0_15_2_30_30_29-125-111.jpg,0287715517241,93_85,142&604_426&710,438&716_157&691_141&591_422&616,0_0_15_2_30_30_29,125,111
0287715517241-94_83-271&423_555&547-558&544_273&511_270&424_555&457-0_0_17_29_2_30_24-150-125.jpg,0287715517241,94_83,271&423_555&547,558&544_273&511_270&424_555&457,0_0_17_29_2_30_24,150,125
0287895114943-84_98-210&524_451&640-446&605_220&636_230&546_456&515-0_0_26_31_16_31_26-111-113.jpg,0287895114943,84_98,210&524_451&640,446&605_220&636_230&546_456&515,0_0_26_31_16_31_26,111,113
0288014846743-87_86-170&518_475&617-475&596_193&616_176&533_458&513-0_0_25_25_26_2_26-82-105.jpg,0288014846743,87_86,170&518_475&617,475&596_193&616_176&533_458&513,0_0_25_25_26_2_26,82,105
0288014846743-89_87-130&514_432&621-429&608_148&616_142&522_423&514-0_0_21_24_26_29_7-110-191.jpg,0288014846743,89_87,130&514_432&621,429&608_148&616_142&522_423&514,0_0_21_24_26_29_7,110,191
0288014846743-89_91-193&504_500&606-492&590_196&601_200&505_496&494-0_0_26_22_31_27_33-113-118.jpg,0288014846743,89_91,193&504_500&606,492&590_196&601_200&505_496&494,0_0_26_22_31_27_33,113,118
0288014846743-89_91-213&499_521&603-506&596_214&604_217&502_509&494-0_0_26_29_11_32_26-116-116.jpg,0288014846743,89_91,213&499_521&603,506&596_214&604_217&502_509&494,0_0_26_29_11_32_26,116,116
0288026819924-88_91-246&362_519&460-521&443_258&464_258&365_521&344-0_0_16_24_26_26_22-133-149.jpg,0288026819924,88_91,246&362_519&460,521&443_258&464_258&365_521&344,0_0_16_24_26_26_22,133,149
0288038793103-85_93-208&318_464&421-463&397_221&418_217&323_459&302-0_0_0_2_31_26_25-98-102.jpg,0288038793103,85_93,208&318_464&421,463&397_221&418_217&323_459&302,0_0_0_2_31_26_25,98,102
0288038793103-90_87-260&492_577&606-579&596_276&598_281&496_584&494-0_0_27_29_9_24_26-156-131.jpg,0288038793103,90_87,260&492_577&606,579&596_276&598_281&496_584&494,0_0_27_29_9_24_26,156,131
0288038793103-94_86-318&470_597&572-586&584_308&555_317&460_595&489-0_0_5_18_32_24_32-164-131.jpg,0288038793103,94_86,318&470_597&572,586&584_308&555_317&460_595&489,0_0_5_18_32_24_32,164,131
0288122605364-86_95-198&490_471&595-485&569_208&591_211&505_488&483-0_0_20_31_21_31_30-112-151.jpg,0288122605364,86_95,198&490_471&595,485&569_208&591_211&505_488&483,0_0_20_31_21_31_30,112,151
0288254310345-89_86-128&520_462&614-463&617_135&613_124&523_452&527-0_0_4_32_33_25_30-161-109.jpg,0288254310345,89_86,128&520_462&614,463&617_135&613_124&523_452&527,0_0_4_32_33_25_30,161,109
0288254310345-90_84-175&529_517&626-508&628_185&621_183&518_506&525-0_0_16_30_27_29_7-146-177.jpg,0288254310345,90_84,175&529_517&626,508&628_185&621_183&518_506&525,0_0_16_30_27_29_7,146,177
0288254310345-91_80-184&482_513&586-527&585_181&572_168&479_514&492-0_1_4_29_29_29_14-123-162.jpg,0288254310345,91_80,184&482_513&586,527&585_181&572_168&479_514&492,0_1_4_29_29_29_14,123,162
0288314176245-89_88-254&428_564&521-566&512_259&520_255&430_562&422-0_0_8_23_32_24_24-126-123.jpg,0288314176245,89_88,254&428_564&521,566&512_259&520_255&430_562&422,0_0_8_23_32_24_24,126,123
0288314176245-90_88-225&634_517&752-527&739_226&750_230&636_531&625-0_0_30_28_13_30_30-89-117.jpg,0288314176245,90_88,225&634_517&752,527&739_226&750_230&636_531&625,0_0_30_28_13_30_30,89,117
0288314176245-90_88-253&297_572&393-585&398_257&391_257&287_585&294-0_3_3_29_29_29_13-135-100.jpg,0288314176245,90_88,253&297_572&393,585&398_257&391_257&287_585&294,0_3_3_29_29_29_13,135,100
0288326149426-90_91-159&488_521&586-524&584_151&586_152&482_525&480-0_0_0_21_29_26_29-160-110.jpg,0288326149426,90_91,159&488_521&586,524&584_151&586_152&482_525&480,0_0_0_21_29_26_29,160,110
0288397988505-93_84-210&409_487&525-489&527_216&494_211&401_484&434-0_0_9_29_21_29_31-114-110.jpg,0288397988505,93_84,210&409_487&525,489&527_216&494_211&401_484&434,0_0_9_29_21_29_31,114,110
0288433908046-90_82-234&503_589&600-586&602_231&604_226&500_581&498-0_0_2_33_21_27_27-146-148.jpg,0288433908046,90_82,234&503_589&600,586&602_231&604_226&500_581&498,0_0_2_33_21_27_27,146,148
0288457854407-89_87-134&565_474&652-475&652_154&657_141&564_462&559-0_0_27_30_32_16_25-133-134.jpg,0288457854407,89_87,134&565_474&652,475&652_154&657_141&564_462&559,0_0_27_30_32_16_25,133,134
0288457854407-90_90-239&584_563&674-563&677_248&678_258&590_573&589-0_0_33_23_25_26_33-121-137.jpg,0288457854407,90_90,239&584_563&674,563&677_248&678_258&590_573&589,0_0_33_23_25_26_33,121,137
0288493773946-90_88-236&417_555&529-561&531_237&524_233&418_557&425-0_0_16_29_30_29_19-154-121.jpg,0288493773946,90_88,236&417_555&529,561&531_237&524_233&418_557&425,0_0_16_29_30_29_19,154,121
0288493773946-91_85-192&485_511&589-524&588_195&575_181&479_510&492-0_0_24_29_28_32_24-99-160.jpg,0288493773946,91_85,192&485_511&589,524&588_195&575_181&479_510&492,0_0_24_29_28_32_24,99,160
0288505747126-95_81-208&405_470&517-475&514_218&487_210&401_467&428-0_0_22_8_30_28_24-121-135.jpg,0288505747126,95_81,208&405_470&517,475&514_218&487_210&401_467&428,0_0_22_8_30_28_24,121,135
0288565613027-90_89-125&471_469&582-471&573_150&571_156&479_477&481-0_0_9_29_30_31_17-105-195.jpg,0288565613027,90_89,125&471_469&582,471&573_150&571_156&479_477&481,0_0_9_29_30_31_17,105,195
0288577586207-88_93-190&459_514&547-520&543_190&557_186&459_516&445-0_0_0_29_26_24_22-142-113.jpg,0288577586207,88_93,190&459_514&547,520&543_190&557_186&459_516&445,0_0_0_29_26_24_22,142,113
0288577586207-90_83-210&587_550&701-575&702_207&691_194&585_562&596-0_0_7_19_32_29_27-152-129.jpg,0288577586207,90_83,210&587_550&701,575&702_207&691_194&585_562&596,0_0_7_19_32_29_27,152,129
0288577586207-90_89-172&468_488&561-494&557_181&565_167&477_480&469-0_0_10_32_27_25_26-75-113.jpg,0288577586207,90_89,172&468_488&561,494&557_181&565_167&477_480&469,0_0_10_32_27_25_26,75,113
0288649425288-84_93-373&369_633&475-649&441_385&476_384&392_648&357-0_0_19_32_3_33_29-141-108.jpg,0288649425288,84_93,373&369_633&475,649&441_385&476_384&392_648&357,0_0_19_32_3_33_29,141,108
0288649425288-89_88-224&475_532&582-528&581_231&582_231&481_528&480-0_0_20_24_15_27_27-156-123.jpg,0288649425288,89_88,224&475_532&582,528&581_231&582_231&481_528&480,0_0_20_24_15_27_27,156,123
0288649425288-93_82-137&309_447&405-462&425_145&399_126&292_443&318-0_0_3_33_24_32_16-120-144.jpg,0288649425288,93_82,137&309_447&405,462&425_145&399_126&292_443&318,0_0_3_33_24_32_16,120,144
0288697318007-90_93-206&416_491&522-500&519_223&514_229&416_506&421-0_0_3_25_6_24_30-135-100.jpg,0288697318007,90_93,206&416_491&522,500&519_223&514_229&416_506&421,0_0_3_25_6_24_30,135,100
0288781130269-89_91-267&422_571&522-586&524_249&536_246&426_583&414-0_0_30_13_24_30_32-124-151.jpg,0288781130269,89_91,267&422_571&522,586&524_249&536_246&426_583&414,0_0_30_13_24_30_32,124,151
0288781130269-93_80-221&520_498&629-522&628_233&605_202&509_491&532-0_0_15_29_26_31_27-127-119.jpg,0288781130269,93_80,221&520_498&629,522&628_233&605_202&509_491&532,0_0_15_29_26_31_27,127,119
0288793103448-88_93-148&480_440&585-433&565_149&585_143&500_427&480-0_0_13_27_29_28_10-113-135.jpg,0288793103448,88_93,148&480_440&585,433&565_149&585_143&500_427&480,0_0_13_27_29_28_10,113,135
0288793103448-93_82-176&494_468&587-495&608_183&578_171&480_483&510-0_0_7_2_24_27_31-123-112.jpg,0288793103448,93_82,176&494_468&587,495&608_183&578_171&480_483&510,0_0_7_2_24_27_31,123,112
0288888888889-85_97-256&501_503&607-501&575_268&608_283&525_516&492-0_0_22_20_30_24_33-151-126.jpg,0288888888889,85_97,256&501_503&607,501&575_268&608_283&525_516&492,0_0_22_20_30_24_33,151,126
028900862069-89_86-66&529_382&618-382&623_64&625_53&529_371&527-0_0_26_27_25_32_31-145-100.jpg,028900862069,89_86,66&529_382&618,382&623_64&625_53&529_371&527,0_0_26_27_25_32_31,145,100
028900862069-90_87-287&383_593&494-598&488_277&495_278&387_599&380-0_0_33_7_27_29_27-111-100.jpg,028900862069,90_87,287&383_593&494,598&488_277&495_278&387_599&380,0_0_33_7_27_29_27,111,100
028903256705-88_97-174&513_474&611-466&591_177&613_200&527_489&505-0_4_6_1_27_30_33-122-194.jpg,028903256705,88_97,174&513_474&611,466&591_177&613_200&527_489&505,0_4_6_1_27_30_33,122,194
028903256705-89_91-229&430_519&527-522&520_239&533_237&437_520&424-0_0_18_27_25_26_3-125-110.jpg,028903256705,89_91,229&430_519&527,522&520_239&533_237&437_520&424,0_0_18_27_25_26_3,125,110
028903256705-91_81-146&567_446&666-444&671_163&652_143&555_424&574-0_0_19_24_25_24_0-135-121.jpg,028903256705,91_81,146&567_446&666,444&671_163&652_143&555_424&574,0_0_19_24_25_24_0,135,121
028903256705-91_84-193&502_504&607-511&610_196&601_199&494_514&503-0_0_16_33_31_30_8-146-118.jpg,028903256705,91_84,193&502_504&607,511&610_196&601_199&494_514&503,0_0_16_33_31_30_8,146,118
028915229885-90_82-190&375_564&466-562&476_202&459_191&361_551&378-0_11_29_33_27_30_30-102-113.jpg,028915229885,90_82,190&375_564&466,562&476_202&459_191&361_551&378,0_11_29_33_27_30_30,102,113
028915229885-90_84-134&461_498&552-511&557_138&557_139&451_512&451-19_16_20_19_29_29_27-142-177.jpg,028915229885,90_84,134&461_498&552,511&557_138&557_139&451_512&451,19_16_20_19_29_29_27,142,177
0289188218391-90_85-184&475_508&569-500&571_185&588_185&482_500&465-0_0_20_33_26_28_7-135-111.jpg,0289188218391,90_85,184&475_508&569,500&571_185&588_185&482_500&465,0_0_20_33_26_28_7,135,111
0289188218391-90_86-298&358_601&453-598&447_296&454_295&352_597&345-0_0_2_21_24_28_25-144-152.jpg,0289188218391,90_86,298&358_601&453,598&447_296&454_295&352_597&345,0_0_2_21_24_28_25,144,152
0289188218391-96_81-184&523_457&640-471&640_190&608_179&513_460&545-0_0_7_27_21_29_26-130-101.jpg,0289188218391,96_81,184&523_457&640,471&640_190&608_179&513_460&545,0_0_7_27_21_29_26,130,101
0289224137931-84_94-137&401_398&504-401&472_155&506_151&426_397&392-0_0_7_24_29_30_12-88-107.jpg,0289224137931,84_94,137&401_398&504,401&472_155&506_151&426_397&392,0_0_7_24_29_30_12,88,107
0289248084291-94_83-249&481_503&588-509&587_250&560_244&477_503&504-0_0_9_31_33_31_17-137-124.jpg,0289248084291,94_83,249&481_503&588,509&587_250&560_244&477_503&504,0_0_9_31_33_31_17,137,124
0289272030652-90_84-245&271_569&375-552&371_248&370_242&280_546&281-0_0_13_24_25_30_7-114-131.jpg,0289272030652,90_84,245&271_569&375,552&371_248&370_242&280_546&281,0_0_13_24_25_30_7,114,131
0289272030652-90_85-77&379_387&485-396&494_84&492_86&380_398&382-0_0_27_30_32_4_26-151-120.jpg,0289272030652,90_85,77&379_387&485,396&494_84&492_86&380_398&382,0_0_27_30_32_4_26,151,120
0289272030652-90_90-286&529_591&627-596&620_294&627_296&534_598&527-0_0_24_26_19_32_32-118-100.jpg,0289272030652,90_90,286&529_591&627,596&620_294&627_296&534_598&527,0_0_24_26_19_32_32,118,100
0289272030652-92_86-191&489_505&579-510&581_195&570_192&481_507&492-0_0_11_31_33_31_31-113-204.jpg,0289272030652,92_86,191&489_505&579,510&581_195&570_192&481_507&492,0_0_11_31_33_31_31,113,204
0289343869731-87_91-187&428_500&527-502&507_188&538_197&448_511&417-0_0_16_0_31_24_32-100-133.jpg,0289343869731,87_91,187&428_500&527,502&507_188&538_197&448_511&417,0_0_16_0_31_24_32,100,133
